timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence,temperature,timestamp_utc,timezone
2022-02-01 13:58:03+01:00,46.41395078971982,11.314373183995485,10.37575,238.79999999999995,238.79999999999995,19.4148,19.4148,135,,,14,2022-02-01 12:58:03,Europe/Rome
2022-02-01 13:58:04+01:00,46.41392866149545,11.31441693753004,10.38082,239.20000000000005,239.20000000000005,18.241200000000003,18.241200000000003,137,,,14,2022-02-01 12:58:04,Europe/Rome
2022-02-01 13:58:06+01:00,46.413910053670406,11.314532104879618,10.38914,239.39999999999998,239.39999999999998,14.378400000000001,14.378400000000001,139,,,14,2022-02-01 12:58:06,Europe/Rome
2022-02-01 13:58:09+01:00,46.41389111056924,11.314683901146054,10.39975,240.0,240.0,9.306000000000001,9.306000000000001,143,,,14,2022-02-01 12:58:09,Europe/Rome
2022-02-01 13:58:12+01:00,46.413870407268405,11.31484785117209,10.41016,240.60000000000002,240.60000000000002,12.7656,12.7656,146,,,14,2022-02-01 12:58:12,Europe/Rome
2022-02-01 13:58:13+01:00,46.41386579722166,11.314904931932688,10.41425,240.79999999999995,240.79999999999995,14.713199999999999,14.713199999999999,146,,,14,2022-02-01 12:58:13,Europe/Rome
2022-02-01 13:58:19+01:00,46.413824055343866,11.315246829763055,10.43947,241.20000000000005,241.20000000000005,11.3868,11.3868,142,,,14,2022-02-01 12:58:19,Europe/Rome
2022-02-01 13:58:20+01:00,46.413814751431346,11.315301898866892,10.44198,241.20000000000005,241.20000000000005,9.036,9.036,139,,,14,2022-02-01 12:58:20,Europe/Rome
2022-02-01 13:58:22+01:00,46.41379941254854,11.31540885195136,10.4505,241.20000000000005,241.20000000000005,15.552000000000001,15.552000000000001,136,,,14,2022-02-01 12:58:22,Europe/Rome
2022-02-01 13:58:23+01:00,46.4137844927609,11.315457886084914,10.45534,241.20000000000005,241.20000000000005,17.4348,17.4348,134,,,14,2022-02-01 12:58:23,Europe/Rome
2022-02-01 13:58:25+01:00,46.41371609643102,11.31550901569426,10.46587,241.20000000000005,241.20000000000005,19.2456,19.2456,133,,,14,2022-02-01 12:58:25,Europe/Rome
2022-02-01 13:58:30+01:00,46.4134562574327,11.315461322665215,10.49715,240.39999999999998,240.39999999999998,24.0516,24.0516,135,,,14,2022-02-01 12:58:30,Europe/Rome
2022-02-01 13:58:36+01:00,46.413116874173284,11.315347831696272,10.53644,240.0,240.0,23.479200000000002,23.479200000000002,134,,,14,2022-02-01 12:58:36,Europe/Rome
2022-02-01 13:58:37+01:00,46.41306339763105,11.315324530005455,10.542860000000001,239.60000000000002,239.60000000000002,23.1444,23.1444,135,,,14,2022-02-01 12:58:37,Europe/Rome
2022-02-01 13:58:42+01:00,46.41278964467347,11.3152168225497,10.57503,239.0,239.0,22.942800000000002,22.942800000000002,132,,,14,2022-02-01 12:58:42,Europe/Rome
